LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID5123,5123,0,947.0,551.3442317916002,1064.5795676058835,0.0,34.0,34,17.302324929206918,1,,3761.1889596602973,4095.0,1157.0,4095.0,3543040.0,743.4939333097586,0.9062551249507134,4.810023192468861,0.1267066804313179,0.19586687250571147,18.264134423311592,16.731891399746175,-0.9025776410845111,1.0915761994240927,940.5,115.35181447240598,0.8882184770164683,0.9715909090909092,3.7613611138932557
ID27139,27139,0,917.0,550.0679417122041,1068.891985428051,0.0,273.0,273,17.066152051888217,1,,3789.587786259542,4095.0,1027.0,4095.0,3475052.0,704.9407514692981,0.9074638529125874,5.114961493564664,0.28603437982875407,0.15501617305405765,18.181787996135064,16.74086773334652,-0.6300898187289846,1.0860720176361194,914.9999999999999,111.38441285755917,0.9267916627665053,0.984400215169446,3.6822551042995517
ID22020,22020,0,932.0,551.5663456393794,1067.9316033529517,0.0,216.0,216,17.247045794533985,1,,3773.4545454545455,4095.0,1010.0,4095.0,3528180.0,735.2847223570318,0.9103400812479006,4.8911001223603625,0.02097872235966592,-0.05019017789975821,18.535314606242917,16.21299526776824,-0.6390987418668669,1.143238143237573,934.5000000000002,115.42817940890937,0.8813846408036745,0.9673913043478263,3.7759148578956916
ID23045,23045,0,923.0,550.8825819301105,1067.915897157342,0.0,224.0,224,17.117366918781034,1,,3799.586956521739,4095.0,1166.0,4095.0,3495620.0,692.2449460528069,0.9071914640920876,5.221691993533629,0.4306989606228024,0.04103084013336132,18.248135753117307,16.6025256360863,-0.5748085491464432,1.0991180590894076,920.5,113.35292258301064,0.9002605360856973,0.9782146652497343,3.736120075562652
ID25095,25095,0,940.0,550.6788574479444,1068.4476775226908,0.0,248.0,248,17.265491838089062,1,,3744.610042735043,4095.0,858.0,4095.0,3504955.0,774.8972046131108,0.9106374743271601,4.606379618459575,0.16610500822499064,0.02769640487650161,18.490887349975004,16.539604573912012,-0.6964922400686282,1.1179763861550087,936.5,114.54997692212164,0.8968661514925768,0.9755208333333333,3.743183477259684
ID18441,18441,0,932.0,551.6229860365198,1067.8514142499105,0.0,176.0,176,17.21471765778077,1,,3785.3272335844995,4095.0,1033.0,4095.0,3516569.0,719.4225058619595,0.9085435151987866,5.009484897626819,0.009107564043811169,-0.13000637106069174,18.224805936323015,16.43139586518604,-0.6980540947956125,1.1091453267787648,930.9999999999999,113.28966710332398,0.9115467431389711,0.9789695057833858,3.712918874065816
ID6154,6154,0,946.0,551.9158293671779,1065.5717433456725,0.0,43.0,43,17.348256321220703,1,,3755.383474576271,4095.0,992.0,4095.0,3545082.0,750.0672979224771,0.9073718647097251,4.7635858002331055,0.02369358242179893,0.0392831024327952,18.586941872600804,16.44902020403743,-0.7960437658873707,1.1299725845092352,945.4999999999998,115.8602250235881,0.8851210349495637,0.9667689161554192,3.767936724905848
